Title,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,stars,production_companies,nominations,oscars,Category,Profit
445. Song One,2014,86.0,10,5.8,10000.0,6000000.0,408918.0,32251.0,20200.0,53.90192725624644,53.90192725624644,53.90192725624644,0,0,8,0.068153
446. The Hero of Color City,2014,77.0,4,3.9,767.0,8000000.0,115335.0,32188.0,24260.0,53.89493573100451,53.89493573100451,53.89493573100451,0,0,5,0.014416875
447. Bird People,2014,127.0,19,6.1,3300.0,6500000.0,866211.0,32111.0,7443.0,53.17888525783895,53.91039864903725,53.91039864903725,6,0,5,0.13326323076923077
"448. Rio, I Love You",2014,110.0,11,5.2,2300.0,20000000.0,601737.0,31982.0,0.0,53.89697452754507,53.89697452754507,53.89697452754507,0,0,5,0.03008685
449. Amira & Sam,2014,90.0,8,6.2,2700.0,39311644.81415929,31849.0,31849.0,15535.0,53.17924791903369,53.89316538299432,53.89316538299432,0,0,2,0.0008101670675587863
450. Pasolini,2014,84.0,8,5.9,4700.0,53225450.38604065,551192.0,30757.0,8362.0,51.54836601227094,53.89440735044083,53.89440735044083,5,0,3,0.010355797762202877
451. Happy Christmas,2014,82.0,11,5.4,9100.0,70000.0,30312.0,30312.0,7523.0,51.591353787392066,53.94940066017734,53.94940066017734,0,0,2,0.43302857142857143
452. Runoff,2014,90.0,11,5.6,377.0,14822670.132075472,30186.0,30186.0,9515.0,53.89332493607346,53.89332493607346,53.89332493607346,0,0,3,0.002036475191786067
453. Paul Taylor: Creative Domain,2014,86.0,8,8.0,27.0,590986.1111111111,30168.0,30168.0,8150.0,53.8997016057104,0.10711722687124146,69.5607548603459,0,0,7,0.0510468849145731
454. Therapy for a Vampire,2014,87.0,19,6.3,1100.0,6000000.0,209722.0,30115.0,3361.0,53.89760774163657,53.89760774163657,53.89760774163657,3,0,2,0.03495366666666667
455. A Long Way Off,2014,105.0,9,4.6,229.0,500000.0,30104.0,30104.0,1926.0,53.90089354441763,53.90089354441763,53.90089354441763,0,0,8,0.060208
"456. Like Sunday, Like Rain",2014,104.0,11,6.9,5100.0,19470154.315789472,28208.0,28208.0,1082.0,53.89324847214801,53.89324847214801,53.89324847214801,0,0,3,0.0014487815321075552
457. The Cut,2014,138.0,8,6.3,8200.0,16000000.0,1232140.0,28066.0,5327.0,49.93652240098197,53.90307946436828,53.90307946436828,7,0,1,0.07700875
458. The Keeping Room,2014,95.0,11,6.0,7700.0,13037500.0,73922.0,27166.0,4328.0,53.266731575114385,53.893797682205594,53.893797682205594,8,0,3,0.005669952061361457
459. Lilting,2014,91.0,8,7.1,6700.0,58634083.22105263,247377.0,27054.0,1567.0,53.89360890060913,53.89360890060913,53.89360890060913,7,1,8,0.004218996638309832
460. Last Weekend,2014,94.0,19,5.5,1100.0,10091802.583333334,27053.0,27053.0,2661.0,53.89340875395323,53.89340875395323,53.89340875395323,0,0,2,0.0026806905680733565
461. Gurukulam,2014,108.0,8,7.3,44.0,3125000.0,25651.0,25651.0,0.0,53.89412794538546,53.89412794538546,69.5607548603459,0,0,3,0.00820832
462. Christian Mingle,2014,103.0,9,4.2,1900.0,650000.0,25480.0,25480.0,19836.0,53.89816022558821,53.89816022558821,53.89816022558821,0,0,2,0.0392
463. Love at First Fight,2014,98.0,19,6.6,6400.0,25684964.79325855,2446362.0,25229.0,3187.0,53.22263879257622,53.90545214251319,53.90545214251319,17,0,2,0.09524490376728445
464. Big Game,2014,110.0,10,5.4,36000.0,8500000.0,7455398.0,24752.0,16909.0,52.53958790784824,54.007178850987174,54.007178850987174,8,0,0,0.8771056470588235
465. Olvidados,2014,112.0,8,5.8,167.0,23100000.0,141433.0,24638.0,2791.0,53.89385658083277,53.89385658083277,53.89385658083277,0,0,3,0.006122640692640693
466. Born to Fly: Elizabeth Streb vs. Gravity,2014,82.0,8,6.7,73.0,500000.0,24630.0,24630.0,8406.0,53.8994691168403,53.8994691168403,53.8994691168403,8,0,0,0.04926
467. After,2014,99.0,11,4.8,221.0,11214285.714285716,24544.0,24544.0,6333.0,53.893344733606725,53.893344733606725,53.893344733606725,0,0,3,0.0021886369426751587
468. Kill Me Three Times,2014,90.0,11,5.8,24000.0,564435436.3988786,101807.0,24296.0,15477.0,53.893083441008066,53.893083441008066,53.17439678237923,0,0,0,0.00018036961082658606
469. Emoticon ;),2014,79.0,8,5.3,130.0,150000.0,23881.0,23881.0,11761.0,53.913774109901595,53.913774109901595,53.913774109901595,0,0,3,0.15920666666666666
470. Happy Valley,2014,98.0,8,7.1,1300.0,53225450.38604065,23868.0,23868.0,9047.0,51.60273393393935,53.893118318208366,53.893118318208366,2,0,3,0.00044843209079278775
471. Believe Me,2014,93.0,10,5.0,1200.0,10091802.583333334,23419.0,23419.0,0.0,53.8933619026408,53.8933619026408,53.8933619026408,0,0,2,0.002320596326237753
472. Hippocrates: Diary of a French Doctor,2014,102.0,9,6.8,3600.0,3785000.0,7555591.0,23050.0,0.0,54.15278161617278,54.15278161617278,54.15278161617278,10,0,2,1.9961931307793923
473. Video Games: The Movie,2014,101.0,8,6.1,5600.0,1880555.5555555555,23043.0,23043.0,12759.0,53.89465423077414,53.89465423077414,53.89465423077414,0,0,7,0.012253293943870015
474. Court,2014,116.0,8,7.6,5500.0,14822670.132075472,57416.0,22898.0,4806.0,53.89356395196772,53.89356395196772,53.89356395196772,10,0,3,0.00387352612507748
475. Animals,2014,90.0,8,6.3,1100.0,58634083.22105263,94646.0,21821.0,14471.0,53.893269991969206,53.893269991969206,69.5607548603459,4,0,8,0.0016141806062385444
476. The Decent One,2014,94.0,8,6.7,730.0,53225450.38604065,35282.0,21327.0,0.0,53.89314621948709,53.89314621948709,53.89314621948709,2,0,3,0.0006628783738625414
477. NightLights,2014,97.0,11,8.0,104.0,250000.0,21147.0,21147.0,6414.0,53.90406558902259,53.90406558902259,53.90406558902259,0,0,3,0.084588
478. Lekar Hum Deewana Dil,2014,140.0,8,4.7,723.0,14191424.71875,20874.0,20874.0,14418.0,53.89325134842054,53.89325134842054,53.89325134842054,0,0,2,0.0014708882591908368
479. This Last Lonely Place,2014,85.0,8,7.6,97.0,22732689.65517241,20507.0,20507.0,6089.0,53.16756809924394,53.89317734333594,53.89317734333594,0,0,3,0.0009020929908016408
480. Boy Meets Girl,2014,95.0,11,7.1,5000.0,39311644.81415929,26853.0,20441.0,5306.0,53.89314884789534,53.89314884789534,69.5607548603459,2,0,2,0.0006830800422354262
"481. Love, Rosie",2014,102.0,11,7.1,160000.0,25684964.79325855,25574387.0,20431.0,14893.0,53.44624052124384,54.02260831041143,54.02260831041143,0,0,2,0.9956948434950716
482. Never,2014,80.0,8,5.9,79.0,14822670.132075472,20431.0,20431.0,4312.0,53.89323930992405,53.89323930992405,53.89323930992405,3,0,3,0.0013783616459080742
483. Futuro Beach,2014,106.0,19,6.3,3400.0,4000000.0,779835.0,20262.0,3324.0,52.404039164676384,53.9184257589194,53.9184257589194,20,0,8,0.19495875
484. Friends and Romans,2014,97.0,8,7.1,218.0,10597372.0,20136.0,20136.0,0.0,53.89330719168841,53.89330719168841,53.89330719168841,2,0,2,0.0019000937213490287
485. The Past Is a Grotesque Animal,2014,77.0,19,7.1,160.0,100000.0,20056.0,20056.0,0.0,53.91915452901142,53.91915452901142,53.91915452901142,0,0,7,0.20056
486. Wild Canaries,2014,96.0,8,5.9,532.0,25684964.79325855,19777.0,19777.0,2683.0,53.16561682518885,53.89316015477626,53.89316015477626,3,0,2,0.0007699835354725035
487. The Romans,2014,97.0,8,6.2,19.0,250000.0,19705.0,19705.0,3256.0,53.90331512334247,53.90331512334247,53.90331512334247,0,0,3,0.07882
488. Uzumasa Limelight,2014,104.0,8,7.0,926.0,561418746.5,19597.0,19597.0,10090.0,53.893064514986754,53.893064514986754,53.893064514986754,0,0,0,3.490620881858992e-05
489. Guardian Angel,2014,105.0,11,6.6,99.0,564435436.3988786,237476.0,19480.0,12624.0,53.165808986348495,53.893114714180285,53.165808986348495,0,0,0,0.0004207319113681216
490. Actress,2014,86.0,8,6.2,457.0,3125000.0,19365.0,19365.0,4880.0,52.38605813870947,53.89386622958711,53.89386622958711,12,0,3,0.0061968
491. Watchers of the Sky,2014,120.0,8,7.3,309.0,3670882.2979688505,19339.0,19339.0,7473.0,53.893745412909205,53.893745412909205,53.893745412909205,2,0,7,0.005268215766738294
492. A Hard Day,2014,111.0,8,7.2,17000.0,28250000.0,26488847.0,19004.0,0.0,52.43605482867318,54.01505726439512,54.01505726439512,17,0,0,0.9376583008849557
493. Two Night Stand,2014,86.0,11,6.3,75000.0,35400000.0,492332.0,18612.0,15600.0,53.89486948089036,53.89486948089036,53.89486948089036,0,0,2,0.013907683615819209
494. Ardor,2014,101.0,11,5.2,944.0,13037500.0,95549.0,18565.0,13726.0,53.89401351008479,53.89401351008479,53.89401351008479,15,0,3,0.007328782358581016
495. The Little Death,2014,96.0,8,7.0,28000.0,24000000.0,601162.0,18238.0,3118.0,53.896318984670884,53.896318984670884,53.896318984670884,10,0,2,0.025048416666666667
496. A Bit of Bad Luck,2014,86.0,8,4.8,321.0,1000000.0,18089.0,18089.0,2480.0,53.89541350558593,53.89541350558593,53.89541350558593,0,0,2,0.018089
497. Wildflower,2014,92.0,10,5.3,1100.0,650000.0,68577.0,18062.0,9237.0,53.18287710025939,53.90678681777224,53.90678681777224,0,0,3,0.10550307692307692
498. The Great Museum,2014,94.0,8,6.5,435.0,1040816.0092592592,133905.0,18020.0,0.0,53.90979893119608,53.90979893119608,53.90979893119608,2,0,7,0.12865386274688373
499. The Other One,2014,94.0,8,6.4,84.0,8000000.0,17727.0,17727.0,11718.0,53.89334827750881,53.89334827750881,53.89334827750881,0,0,6,0.002215875
500. Kelly & Cal,2014,111.0,11,6.3,2300.0,10091802.583333334,17702.0,17702.0,5387.0,53.89328819626953,53.89328819626953,53.89328819626953,0,0,2,0.0017540969369768437
1. Star Wars: Episode VII - The Force Awakens,2015,138.0,10,7.8,990000.0,245000000.0,2071310218.0,936662225.0,247966675.0,50.53113066590749,54.04296583366113,54.99303961582774,140,5,4,8.454327420408163
2. Jurassic World,2015,124.0,10,6.9,694000.0,150000000.0,1671537444.0,653406625.0,208806270.0,52.53673651276562,55.34293455125628,54.50266626388387,58,0,0,11.14358296
3. Avengers: Age of Ultron,2015,141.0,10,7.3,946000.0,250000000.0,1405018048.0,459005868.0,191271109.0,52.122381315658636,54.12189834522621,40.003350711443424,52,0,0,5.620072192
4. Inside Out,2015,95.0,9,8.1,848000.0,175000000.0,859076254.0,356461711.0,90440272.0,54.531763406361286,54.531763406361286,50.200112435787936,118,0,5,4.909007165714286
5. Furious 7,2015,137.0,10,7.1,423000.0,190000000.0,1515342457.0,353007020.0,147187040.0,49.14769317050251,53.30642223403546,54.93073836927606,36,0,0,7.975486615789474
6. Minions,2015,91.0,9,6.4,269000.0,74000000.0,1159457503.0,336045770.0,115718405.0,55.93164438966427,55.93164438966427,55.19426977794196,29,1,2,15.668344635135135
7. The Hunger Games: Mockingjay - Part 2,2015,137.0,10,6.6,387000.0,160000000.0,661456867.0,281723902.0,102665981.0,48.44512114799657,53.252227684653725,54.430942122282545,34,0,0,4.13410541875
8. The Martian,2015,144.0,10,8.0,954000.0,108000000.0,630621406.0,228433663.0,54308575.0,42.046052284317156,54.652774686683074,53.75584078740208,199,7,1,5.839087092592592
9. Cinderella,2015,105.0,9,6.9,195000.0,95000000.0,542358331.0,201151353.0,67877361.0,45.9912426728226,54.63585381554552,54.63585381554552,38,1,5,5.709035063157895
10. Spectre,2015,148.0,10,6.8,476000.0,245000000.0,880707597.0,200074609.0,70403148.0,50.1558346816927,54.36076414402817,54.36076414402817,37,0,0,3.5947248857142857
11. Mission: Impossible - Rogue Nation,2015,131.0,10,7.4,420000.0,150000000.0,682716636.0,195042377.0,55520089.0,52.94837059419316,54.48524143960783,53.66283965626405,26,0,0,4.55144424
12. Pitch Perfect 2,2015,115.0,10,6.4,173000.0,29000000.0,287144079.0,184296230.0,69216890.0,53.10240363879401,55.18133162998139,55.18133162998139,17,0,2,9.901519965517242
13. The Revenant,2015,156.0,11,8.0,898000.0,135000000.0,532950503.0,183637894.0,474560.0,52.28621372315883,54.40669980195853,54.40669980195853,193,0,4,3.9477815037037036
14. Ant-Man,2015,117.0,10,7.2,741000.0,130000000.0,519311965.0,180202163.0,57225526.0,51.2853143766337,54.41280526173626,54.41280526173626,34,1,0,3.9947074230769233
15. Home,2015,94.0,9,6.5,115000.0,135000000.0,386041607.0,177397510.0,52107731.0,54.26511393285548,54.26511393285548,43.80813455505521,10,0,5,2.8595674592592593
16. Hotel Transylvania 2,2015,89.0,9,6.6,149000.0,80000000.0,475186976.0,169700110.0,48464322.0,54.06692961285764,54.06692961285764,53.89576682122995,11,0,5,5.9398372
17. Fifty Shades of Grey,2015,125.0,11,4.2,343000.0,40000000.0,569651467.0,166167230.0,85171450.0,53.218040252640876,55.74597205564352,55.74597205564352,30,1,8,14.241286675
18. The SpongeBob Movie: Sponge Out of Water,2015,92.0,9,6.0,63000.0,74000000.0,325186032.0,162994032.0,55365012.0,54.46480941268611,54.46480941268611,54.46480941268611,9,0,5,4.394405837837838
19. Straight Outta Compton,2015,147.0,11,7.8,224000.0,28000000.0,201634991.0,161197785.0,60200180.0,50.31877110241531,54.83000358257914,54.83000358257914,40,1,3,7.201249678571428
20. San Andreas,2015,114.0,10,6.1,263000.0,110000000.0,474609154.0,155190832.0,54588173.0,51.05363616348804,54.45442972744457,54.45442972744457,10,0,0,4.314628672727273
21. Mad Max: Fury Road,2015,120.0,11,8.1,1100000.0,150000000.0,380437267.0,154280290.0,45428128.0,52.585316123127015,54.2230473893945,54.2230473893945,233,0,4,2.536248446666667
22. Daddy's Home,2015,96.0,10,6.2,133000.0,50000000.0,242786137.0,150357137.0,38740203.0,48.067791725731794,54.524830651024295,54.524830651024295,4,0,2,4.85572274
23. The Divergent Series: Insurgent,2015,119.0,10,6.2,261000.0,110000000.0,297002527.0,130179072.0,52263680.0,48.0668451648859,54.24435584311977,54.24435584311977,18,0,0,2.7000229727272727
24. The Peanuts Movie,2015,88.0,4,7.0,51000.0,99000000.0,246233113.0,130178411.0,44213073.0,54.21666618218188,54.21666618218188,54.21666618218188,49,0,2,2.4872031616161614
25. The Good Dinosaur,2015,93.0,9,6.7,132000.0,200000000.0,332207671.0,123087120.0,39155217.0,53.459425127829235,54.10917513962065,50.200112435787936,41,0,0,1.661038355
26. Spy,2015,120.0,11,7.0,265000.0,65000000.0,235666219.0,110825712.0,29085719.0,47.34879773921681,54.36478569974681,54.36478569974681,31,0,0,3.6256341384615385
27. Trainwreck,2015,125.0,11,6.2,144000.0,35000000.0,140795793.0,110212700.0,30097040.0,50.33108111829686,54.41645213979199,54.41645213979199,27,0,2,4.022736942857143
28. Creed,2015,133.0,10,7.6,318000.0,35000000.0,174178883.0,109778883.0,29632823.0,53.16478415968642,53.82239344823956,53.82239344823956,65,1,0,4.976539514285714
29. Tomorrowland,2015,130.0,9,6.4,194000.0,190000000.0,209035668.0,93436322.0,33028165.0,53.007458071574455,54.036203719977024,54.036203719977024,19,0,5,1.1001877263157895
30. Get Hard,2015,100.0,11,6.0,150000.0,40000000.0,111811453.0,90411453.0,33803253.0,53.43215608450284,54.25675041254668,54.25675041254668,0,0,2,2.795286325
31. Terminator Genisys,2015,126.0,10,6.3,298000.0,155000000.0,440603537.0,89760956.0,27018486.0,52.73913907029662,54.262906773380344,54.262906773380344,0,0,0,2.842603464516129
32. Sisters,2015,118.0,11,6.0,71000.0,30000000.0,105011053.0,87044645.0,13922855.0,53.414867874551916,54.34848756996258,54.34848756996258,0,0,2,3.500368433333333
33. Alvin and the Chipmunks: The Road Chip,2015,92.0,9,4.9,24000.0,90000000.0,234798636.0,85886987.0,14287159.0,51.86163790913794,54.23249655464288,52.351975304642515,4,0,5,2.608873733333333
34. Maze Runner: The Scorch Trials,2015,131.0,10,6.3,287000.0,61000000.0,312296056.0,81697192.0,30316510.0,52.49140102268563,54.559164291356154,54.559164291356154,5,0,0,5.119607475409836
35. Ted 2,2015,115.0,11,6.3,242000.0,68000000.0,215863606.0,81476385.0,33507870.0,53.545312316176634,54.30608474467488,54.30608474467488,4,0,2,3.174464794117647
36. Goosebumps,2015,103.0,9,6.3,98000.0,58000000.0,158261424.0,80080379.0,23618556.0,52.78817465724469,54.2480798428269,54.2480798428269,0,0,5,2.7286452413793105
37. Pixels,2015,105.0,10,5.6,166000.0,88000000.0,244874809.0,78747585.0,24011616.0,50.90129240547148,54.255108698494546,54.255108698494546,9,0,5,2.782668284090909
38. The Intern,2015,121.0,10,7.1,287000.0,35000000.0,194764672.0,75764672.0,17728313.0,52.92761495849806,54.617075240071166,54.617075240071166,9,0,2,5.564704914285715
39. Bridge of Spies,2015,142.0,10,7.6,333000.0,40000000.0,165478348.0,72313754.0,15371203.0,47.18846046231208,54.43131335835291,54.43131335835291,104,0,3,4.1369587
40. Paul Blart: Mall Cop 2,2015,94.0,9,4.4,42000.0,30000000.0,107588679.0,71038190.0,23762435.0,49.25856832001401,54.35966660284052,54.35966660284052,9,0,0,3.5862893
41. The Big Short,2015,130.0,11,7.8,501000.0,28000000.0,133440870.0,70259870.0,705527.0,49.158010511580855,54.51312383101357,54.51312383101357,81,0,2,4.765745357142857
42. War Room,2015,120.0,9,6.5,17000.0,3000000.0,73267874.0,67790117.0,11351389.0,57.195233066113325,57.0706504087133,57.0706504087133,0,0,3,24.422624666666668
43. Magic Mike XXL,2015,115.0,11,5.6,62000.0,14800000.0,122613057.0,66013057.0,12857184.0,53.75652623392421,54.970965229018404,54.970965229018404,5,0,2,8.284666013513514
44. The Visit,2015,94.0,10,6.3,161000.0,5000000.0,98450062.0,65206105.0,25427560.0,47.4952953140244,56.45489744694569,56.45489744694569,14,0,2,19.6900124
45. The Wedding Ringer,2015,101.0,11,6.6,82000.0,23000000.0,79799880.0,64460211.0,20649306.0,52.56270711839379,54.34447913170406,54.34447913170406,4,0,2,3.46956
46. Black Mass,2015,123.0,11,6.8,196000.0,53000000.0,99975678.0,62575678.0,22635037.0,51.018836042774915,54.13848795335519,54.13848795335519,24,0,3,1.8863335471698113
47. Vacation,2015,99.0,11,6.2,125000.0,31000000.0,107228221.0,58884188.0,14681108.0,52.79647785883903,54.34310191671474,54.34310191671474,3,0,2,3.458974870967742
48. The Perfect Guy,2015,100.0,10,5.6,12000.0,12000000.0,60273173.0,57027435.0,25888154.0,51.75773932447202,54.54656418873043,54.54656418873043,3,0,8,5.022764416666667
49. Joy,2015,124.0,10,6.6,148000.0,60000000.0,101134059.0,56451232.0,17015168.0,52.11458291001876,54.1123666087703,54.1123666087703,23,1,3,1.68556765
50. Fantastic Four,2015,100.0,10,4.3,181000.0,120000000.0,167882881.0,56117548.0,25685737.0,53.270119317977,54.07508485271463,54.07508485271463,4,0,0,1.3990240083333334
51. The Hateful Eight,2015,168.0,11,7.8,680000.0,44000000.0,161217616.0,54117416.0,4610676.0,53.03349156918909,54.36978220198863,54.36978220198863,116,0,3,3.6640367272727272
52. Focus,2015,105.0,11,6.6,283000.0,50100000.0,159162963.0,53862963.0,18685137.0,51.89900647370112,54.306402294571306,54.306402294571306,0,0,2,3.1769054491017963
53. Southpaw,2015,124.0,11,7.3,265000.0,30000000.0,91970827.0,52421953.0,16701294.0,44.59147295014253,54.29193277295562,54.29193277295562,0,0,3,3.0656942333333332
54. Insidious: Chapter 3,2015,97.0,10,6.1,122000.0,10000000.0,112983889.0,52218558.0,22692741.0,54.2006558941766,55.36307611593201,55.36307611593201,11,0,6,11.2983889
55. Poltergeist,2015,93.0,10,4.9,63000.0,35000000.0,95437994.0,47425125.0,22620386.0,50.90637223611664,54.24783973898189,54.24783973898189,6,0,6,2.7267998285714286
56. Jupiter Ascending,2015,127.0,10,5.3,197000.0,176000000.0,184287723.0,47387723.0,18372372.0,53.29535386127888,54.029295169321365,54.029295169321365,16,0,4,1.0470893352272728
57. Sicario,2015,121.0,11,7.7,496000.0,30000000.0,84997446.0,46889293.0,401288.0,47.02224856619873,54.26168957418689,54.26168957418689,157,3,0,2.8332482
58. The Man from U.N.C.L.E.,2015,116.0,10,7.2,343000.0,75000000.0,110045109.0,45445109.0,13421036.0,43.50622711423017,54.08396398996784,54.08396398996784,7,0,0,1.46726812
59. Spotlight,2015,129.0,11,8.1,513000.0,20000000.0,98690254.0,45055776.0,295009.0,52.89148517626939,54.53508189251502,54.53508189251502,144,0,3,4.9345127
"60. McFarland, USA",2015,129.0,9,7.4,44000.0,17000000.0,45710059.0,44482410.0,11020798.0,50.83667747250633,54.24289915218922,54.24289915218922,3,0,3,2.688827
61. The Gift,2015,108.0,11,7.0,178000.0,5000000.0,58980521.0,43787265.0,11854273.0,54.07863319229298,55.42783309428213,55.42783309428213,12,0,3,11.7961042
62. Everest,2015,121.0,10,7.1,237000.0,55000000.0,203427584.0,43482270.0,7222035.0,50.989832590581265,54.3742900206221,54.3742900206221,9,0,1,3.6986833454545454
63. The Night Before,2015,101.0,11,6.4,86000.0,25000000.0,52395996.0,43047372.0,9880536.0,50.15659627563554,54.16574649748477,54.16574649748477,0,0,5,2.09583984
64. Krampus,2015,98.0,10,6.2,89000.0,15000000.0,61548707.0,42725475.0,16293325.0,53.6181723102603,54.42692719784552,54.42692719784552,14,0,5,4.103247133333333
65. Max,2015,111.0,9,6.6,29000.0,20000000.0,43956255.0,42656255.0,12155254.0,50.783941276156355,54.17901403723123,54.17901403723123,0,0,1,2.19781275
66. The Age of Adaline,2015,112.0,10,7.2,214000.0,25000000.0,65663276.0,42629776.0,13203458.0,53.35862396198666,54.23479391987463,54.23479391987463,10,0,5,2.62653104
67. Brooklyn,2015,117.0,10,7.5,153000.0,11000000.0,62402155.0,38322743.0,187281.0,50.94504781616797,54.631155353758025,54.631155353758025,161,3,8,5.672923181818182
68. The Longest Ride,2015,123.0,10,7.0,91000.0,34000000.0,62944815.0,37446117.0,13019686.0,49.938937131973034,54.13393214541409,54.13393214541409,5,0,2,1.8513180882352942
69. The Boy Next Door,2015,91.0,11,4.7,47000.0,4000000.0,52425855.0,35423380.0,14910105.0,51.32293670677116,55.598321976199614,55.598321976199614,6,0,7,13.10646375
70. Pan,2015,111.0,9,5.7,68000.0,150000000.0,128988320.0,35088320.0,15315435.0,48.10750756294855,54.00494313023215,54.00494313023215,0,0,5,0.8599221333333333
71. Hot Pursuit,2015,87.0,10,5.1,55000.0,35000000.0,51680201.0,34580201.0,13942258.0,50.53560225787468,54.08517517644698,54.08517517644698,0,0,0,1.4765771714285714
72. Concussion,2015,123.0,10,7.1,102000.0,35000000.0,48623572.0,34542474.0,10513749.0,52.46709551930022,54.073812509707444,54.073812509707444,16,0,3,1.3892449142857144
73. The DUFF,2015,101.0,10,6.4,104000.0,8500000.0,43709744.0,34030343.0,10809149.0,52.793610859708025,54.56211975064461,54.56211975064461,8,0,2,5.142322823529412
74. Woman in Gold,2015,109.0,10,7.3,64000.0,11000000.0,61619773.0,33307793.0,2091551.0,51.233564970714106,54.62190130572266,54.62190130572266,0,0,3,5.601797545454546
75. The Second Best Exotic Marigold Hotel,2015,122.0,9,6.5,37000.0,10000000.0,85979176.0,33078266.0,8540370.0,50.19012145316613,55.01172191502795,55.01172191502795,0,0,2,8.5979176
76. Entourage,2015,104.0,11,6.5,84000.0,30000000.0,49263404.0,32363404.0,10283250.0,54.106712851272114,54.106712851272114,54.106712851272114,0,0,2,1.6421134666666666
77. Paper Towns,2015,109.0,10,6.2,109000.0,12000000.0,85512300.0,32000304.0,12650140.0,53.80733857525781,54.82021621441576,54.82021621441576,3,0,2,7.126025
78. Chappie,2015,120.0,11,6.8,275000.0,49000000.0,102811889.0,31569268.0,13346782.0,51.15120375689288,54.166053810621094,53.53791697099679,0,0,0,2.098201816326531
79. Crimson Peak,2015,119.0,11,6.5,162000.0,55000000.0,74679822.0,31090320.0,13143310.0,50.37879307360634,54.06972320441355,54.06972320441355,44,0,6,1.3578149454545454
80. A Walk in the Woods,2015,104.0,11,6.4,31000.0,8000000.0,37461274.0,29504281.0,8246267.0,51.14285812397673,54.502313624372455,54.502313624372455,0,0,2,4.68265925
81. Point Break,2015,114.0,10,5.3,67000.0,105000000.0,133782481.0,28782481.0,9800252.0,53.35962436932063,54.05883363529229,54.05883363529229,4,0,0,1.2741188666666667
82. Sinister 2,2015,97.0,11,5.3,63000.0,10000000.0,53329150.0,27740955.0,10542116.0,54.58691740795072,54.58691740795072,54.58691740795072,3,0,6,5.332915
83. The Last Witch Hunter,2015,106.0,10,5.9,112000.0,90000000.0,146936910.0,27367660.0,10812861.0,52.656449356444234,54.10547927547888,54.10547927547888,0,0,5,1.6326323333333332
84. No Escape,2015,103.0,11,6.7,95000.0,16200000.0,54418872.0,27288872.0,8111264.0,52.44755084360243,54.330119011200296,54.330119011200296,0,0,0,3.3591896296296295
85. Ricki and the Flash,2015,101.0,10,6.0,25000.0,18000000.0,41325328.0,26822144.0,6610961.0,49.82988726330238,54.19176971665043,54.19176971665043,0,0,2,2.2958515555555556
86. Run All Night,2015,114.0,11,6.6,117000.0,50000000.0,71661644.0,26461644.0,11012305.0,46.00229366466881,54.079535716816864,54.079535716816864,0,0,0,1.43323288
87. Love the Coopers,2015,107.0,10,5.8,28000.0,17000000.0,42426912.0,26302731.0,8317545.0,54.21777178470219,54.21777178470219,54.21777178470219,0,0,5,2.495700705882353
88. The Lazarus Effect,2015,83.0,10,5.2,47000.0,3300000.0,38356892.0,25801570.0,10203437.0,55.40534988231023,55.40534988231023,55.40534988231023,0,0,6,11.623300606060607
89. The Witch,2015,92.0,11,7.0,321000.0,4000000.0,40423945.0,25138705.0,8800230.0,52.13546120580024,55.20793442631411,55.20793442631411,72,0,5,10.10598625
90. In the Heart of the Sea,2015,122.0,10,6.9,152000.0,100000000.0,94320758.0,25020758.0,11053366.0,43.901614382005256,54.015779272634596,51.46201123065962,6,0,0,0.94320758
91. The Gallows,2015,81.0,11,4.2,22000.0,100000.0,42964410.0,22764410.0,9808463.0,83.63993694072175,109.79339834345646,109.79339834345646,0,0,6,429.6441
92. Hitman: Agent 47,2015,96.0,11,5.7,98000.0,35000000.0,82347656.0,22467450.0,8326530.0,54.199177913094005,54.199177913094005,54.199177913094005,0,0,0,2.3527901714285715
93. Project Almanac,2015,106.0,10,6.4,86000.0,12000000.0,33213241.0,22348241.0,8310252.0,53.46282122590187,54.25317031632323,54.25317031632323,0,0,3,2.767770083333333
94. Aloha,2015,105.0,10,5.4,75000.0,37000000.0,26250020.0,21067116.0,9670235.0,52.60162054116484,53.985366731614754,53.985366731614754,7,0,2,0.70946
95. Secret in Their Eyes,2015,111.0,10,6.3,53000.0,19500000.0,34854990.0,20180155.0,6652996.0,53.34691015425274,54.12562046430792,54.12562046430792,3,0,3,1.7874353846153845
96. Shaun the Sheep Movie,2015,85.0,9,7.3,45000.0,25000000.0,110549295.0,19375982.0,4038962.0,54.468395977967376,54.468395977967376,54.468395977967376,49,1,5,4.4219718
97. Eye in the Sky,2015,102.0,11,7.3,93000.0,13000000.0,35259653.0,18704595.0,113803.0,50.05476657886781,54.245950716346925,54.245950716346925,10,0,0,2.712281
98. Paranormal Activity: The Ghost Dimension,2015,88.0,11,4.6,32000.0,10000000.0,78903124.0,18300124.0,8070493.0,53.95938202732749,54.919656482004626,56.86530794637819,4,0,6,7.8903124
99. Steve Jobs,2015,122.0,11,7.2,182000.0,30000000.0,34441873.0,17766658.0,521522.0,50.209142196995074,54.04243262506765,54.04243262506765,115,2,3,1.1480624333333334
100. Mr. Holmes,2015,104.0,9,6.8,69000.0,11000000.0,29355203.0,17737646.0,2434908.0,51.47867935377288,54.24027458038828,54.24027458038828,0,0,3,2.6686548181818184
